サロン名,〒,都道府県,市,詳細住所,tel,サロンHP,CCVeil取り扱い有無
ミカエリ美人プロフィット,350-2204,埼玉県,鶴ヶ島市,鶴ヶ丘69-18,049-256-9228,http://www.mikaeribijin.com,無
ミカエリ美人ピオニー,355-0048,埼玉県,東松山市,アズマ町1-13-7,0493-35-3000,http://www.mikaeribijin.com,無
ウエルビ,369-1202,埼玉県,大里郡寄居町,桜沢3629-1,048-581-8888,http://www.mikaeribijin.com,無
Luca,330-0854,埼玉県,さいたま市大宮区,桜木町4-73-1 志村ビル 1F,048-871-8349,http://www.luca-hair.jp,無
Luca linoa,330-0854,埼玉県,さいたま市大宮区,桜木町1-265-4 ルフレ桜 2F,048-782-9041,http://www.luca-hair.jp,無
toto::,330-0845,埼玉県,さいたま市大宮区,"仲町3-48-1 小林ビル 1F,2F",048-643-8720,http://www.toto-salon.jp,無
toki+,330-0843,埼玉県,さいたま市大宮区,吉敷町4-29-1 ロイヤルブルーム 201,048-783-3910,http://www.toto-salon.jp,無
ami,344-0061,埼玉県,春日部市,粕壁1-4-5,048-795-7737,http://www.ami-blanc.com,有
bon-ami,277-0852,千葉県,柏市,旭町1-12-18,04-7136-2969,http://www.ami-blanc.com,有
mer-ami,277-0843,千葉県,柏市,明原2-2-25,04-7146-4055,http://www.ami-blanc.com,有
CITA,330-0846,埼玉県,さいたま市大宮区,大門町3-59-2 第2小沢ビル 2F,048-778-8707,http://www.cita-hair.com,有
Ruse innovation,349-0215,埼玉県,白岡市,千駄野1101-2,0480-91-7211,http://www.innovation-group.info,有
Hair Knoll by Ruse,349-0217,埼玉県,白岡市,小久喜1087-3,0480-31-6116,http://www.innovation-group.info,有
Blume COSTA,115-0045,東京都,北区,赤羽2-23-1 シェルブルー 1F,03-3903-1335,http://www.blume.jp,無
Blume DECORA,171-0021,東京都,豊島区,"西池袋3-29-10 高松ビル 1F,2F",03-5954-0301,http://www.blume.jp,無
Blume KAREN,332-0017,埼玉県,川口市,栄町3-3-7 グラディート川口 1F,048-259-7900,http://www.blume.jp,無
Fac-et,950-0911,新潟県,新潟市中央区,笹口1-2 PLAKA2 1F,025-248-8320,http://www.fac-et.com,有
REPLICA+brucke,950-0904,新潟県,新潟市中央区,水島町3-26,025-247-8508,,無
SHAMPOO 本店,372-0801,群馬県,伊勢崎市,宮子町3634-12,0270-21-1876,http://www.hair-shampoo.jp,無
SHAMPOO ヒロセ店,372-0039,群馬県,伊勢崎市,ヒロセ町4087-1,0270-25-5467,http://www.hair-shampoo.jp,無
SHAMPOO 本庄店,367-0035,埼玉県,本庄市,西富田953-1,0495-23-0070,http://www.hair-shampoo.jp,無
SWITCH.HAIR T.ES,367-0030,埼玉県,本庄市,早稲田ノ杜5-4-26,0495-71-9155,http://www.switch-hair-tes.com,有
FENICE,370-0016,群馬県,高崎市,八島町260,027-310-6801,,有
FENICE on the beach,370-0831,群馬県,高崎市,アラ町233ドルチェヴィータ高崎3F,027-395-0752,,有
Ramie GINZA,104-0061,東京都,中央区,銀座5-5-14 JPR銀座並木通リビル9F,03-3569-1171,https://urldefense.proofpoint.com/v2/url?u=http-3A__ramie.jp_&d=DwICJg&c=7cLS9WNAtBnCcDqDMiGRcw&r=SNxR-Tuh0wgnQG79QozbPYkKA13mBtDrEkYI6XaTeyU&m=X-E0KFTelI48SbII95wG2_Du8_XaORKJplBE8O72cUY&s=-a-K5ukj8EmUfAanbP7HUhMhRw9zmh8ojClO65Iuwio&e=,無
uka恵比寿三越店,150-6090,東京都,渋谷区,恵比寿4-20-7 恵比寿三越 1階,03-6450-4306,https://www.uka.co.jp/salons/ebisu/index.html,無
uka東京ミッドタウン店,107-0052,東京都,港区,赤坂9-7-4 東京ミッドタウン ガレリア2F ビューティー&ヘルスケアフロア,03-5413-7236,https://www.uka.co.jp/salons/midtown/,無
HENMiiSM,387-0012,長野県,千曲市,桜堂425,026-272-0681,http://www.henmi-ism.com,無
TONELICO,382-0017,長野県,須坂市,日滝2196-4,026-248-7255,http://www.tonelico-hair.com,無
cercle,381-0043,長野県,長野市,吉田5-24-17,026-266-0811,https://www.hairmake-cercle.com,無
エムクール大泉学園店,178-0063,東京都,練馬区,東大泉1-26-12 スクエア大泉学園1F,03-5935-0405,http://www.mdecoeur.com/salon/3/,有
エムクール石神井公園店,177-0041,東京都,練馬区,石神井町2-14-31 ビオラ2F,03-3995-7388,http://www.mdecoeur.com/salon/5/,有
ラフォーレ石神井公園店,177-0041,東京都,練馬区,石神井町26-1-18 ペガサスマンション1F,03-3995-6165,http://www.beautysalon-laforet.com/,有
ラメール,177-0041,東京都,練馬区,石神井町2-7-5 ブルーストーン2F,03-5393-6993,http://www.beautysalon-lamer.com/,有
メダム 中野店,164-0001,東京都,中野区,中野2-11-1 メイプルヒル1F,03-3229-6325,http://www.beautysalon-mesdames.com/,有
サロン･ド･コッソン,343-0041,埼玉県,越谷市,千間台西1-67 駅ビルトスカ4F,048-977-3433,http://www.salondecoston.com/,有
Bloomsbury,157-0062,東京都,世田谷区,南烏山6-28-5 1F,03-3308-1311,http://www.k-q-bury.com,無
cranberry,183-0023,東京都,府中市,宮町1-9-12,042-302-8440,http://www.k-q-bury.com,有
Kingsbury United,183-0056,東京都,府中市,寿町1-8-8,042-369-6608,http://www.k-q-bury.com,無
UNCUT & LOUNGE,150-0001,東京都,渋谷区,神宮前1-15-12 シャトーヒロ305,03-6434-9321,http://www.heat-tokyo.com/ucl.html,無
HEAT BY UNCUT & LOUNGE,150-0002,東京都,渋谷区,渋谷1-22-10 TBミヤシタビル3F,03-3409-0555,http://www.heat-tokyo.com/shibuya.html,無
HEAT 目黒店,153-0063,東京都,目黒区,目黒2-11-8 バルビゾン43 1･2F,03-5437-1555,http://www.heat-tokyo.com/meguro.html,無
HEAT 鹿嶋店,314-0032,茨城県,鹿嶋市,宮下2-12-29,0299-90-7666,http://www.heat-tokyo.com/kashima.html,無
HEAT 佐久店,385-0022,長野県,佐久市,岩村田2328-2 Embellir Saku,0267-67-6111,http://www.heat-tokyo.com/saku.html,無
Primum G2,104-0061,東京都,中央区,銀座2-11-5 陽光銀座セントラルビル3F,03-3541-7741,http://www.primum.co.jp,無
HAIR LOUNGE tryst,180-0004,東京都,武蔵野市,吉祥寺本町2-13-4 井野ビル2F,0422-23-0211,http://www.tryst-hair.com,無
Hair & Make Sorcier,180-0004,東京都,武蔵野市,吉祥寺本町2-17-12 藤彩ビル2F,0422-29-7612,http://www.sorcier-zele.com/,有
Louvre,132-0025,東京都,江戸川区,松江5-1-26 ハヤオビル101,03-6663-9795,http://louvre1009.com/,無
reco.LAB,407-0012,山梨県,韮崎市,富士見1-1-20,0551-45-9264,http://recolab629.info,無
N,153-0063,東京都,渋谷区,富ヶ谷1-3-15 2F,03-6407-0014,http://hair-n.jp,無
Apertment Salon Bond,154-0024,東京都,世田谷区,三軒茶屋1-33-15 LOTUS SAKAE 201,03-5787-6121,http://www.bond-tokyo.net,無
ATTRICE 昭和店,409-3866,山梨県,中巨摩郡,昭和町西条3123,055-275-1007,http://attrice.net/salon/showa/,有
ATTRICE 田富店,409-3841,山梨県,中巨摩郡,田富町布施21-2,055-274-0171,http://attrice.net/salon/tatomi/,無
ATTRICE 六科店,400-0206,山梨県,南アルプス市,六科1527-13,055-285-3166,http://attrice.net/salon/mujina/,無
hair & relaxation obje,400-0053,山梨県,甲府市,大里町935-3 グリーンハイツ1F,055-288-0435,http://obje.co,無
Hair BLUE,183-0055,東京都,府中市,府中町1-28-7-101,042-358-3955,http://hair-blue.jp/,有
oberin,152-0035,東京都,目黒区,自由ガ丘2-14-1,03-3724-3150,http://www.oberin.co.jp,無
brown,183-0033,東京都,府中市,分梅町2-31-1,042-319-8787,http://brown-oto.com,有
Noel,120-0026,東京都,足立区,千住旭町44-10,03-3870-8676,http://www.noel-room.com/,有
sheta,107-0062,東京都,港区,南青山3-18-11 ヴァンセットビル5F,03-3475-7766,http://www.shetahair.jp,無
VIE,107-0062,東京都,港区,"南青山5-9-10 サンク青山7,8F",03-6805-1313,http://vie2018.jp/,無
HAIR MAKE SPANKY,121-0822,東京都,足立区,西竹ノ塚2-1-21 2F,03-5691-8068,http://spanky-f.com/,無
Veloce,121-0064,東京都,足立区,保木間1-37-16,03-3883-0605,http://spanky-f.com/,無
ドレッシング 六町店,121-0073,東京都,足立区,六町3-2-6,03-3883-6213,http://dressing6.com,有
Hair garden ROOT,971-8182,福島県,いわき市,泉町滝尻字神力前46,0246-88-8739,http://www.root-group.net/root.html,有
HAIR REVISTA,971-8182,福島県,いわき市,泉町滝尻字御前田4-1,0246-85-5446,http://www.root-group.net/revista.html,無
CADNZA,306-0012,茨城県,古河市,旭町1-10-12,0280-23-4444,http://bermain-koga.com,無
Enter,306-0235,茨城県,古河市,下辺見2194-1,0280-33-7607,http://enter-koga.com,無
VAMPS Hair Design,312-0016,茨城県,ひたちなか市,松戸町1-1-2 アトリエテンポD-1,029-219-8688,,無
Hair Design So marL,309-1704,茨城県,笠間市,美原1-1-7,0296-77-8080,,有
Яe Hair Salon,150-0021,東京都,渋谷区,恵比寿西2-18-2 ウエストヒル代官山1F,03-3780-6686,http://www.re-hairsalon.com,無
orme,153-0051,東京都,目黒区,上目黒1-15-12 メゾン太陽中目黒201,03-6416-1721,http://orme-hairsalon.shopinfo.jp,有
million Hair Make,316-0003,茨城県,日立市,多賀町1-20-6 アプリコット多賀101,0294-35-2404,http://million-h.com/,有
La Tierra,317-0062,茨城県,日立市,平和町2-6-5,0294-22-8665,http://latierra1.com/,無
Ciel hair & peace,316-0003,茨城県,日立市,多賀町4-1-10,0294-33-6816,http://ciel1107.com/,有
HAIR BROOK,316-0003,茨城県,日立市,多賀町3-6-12-101,0294-35-8878,,有
Hair design Simple,310-0851,茨城県,水戸市,千波町1744-17 山本ビル103,029-241-3585,,無
POSH(ポッシュ),980-0811,宮城県,仙台市青葉区,一番町3-8-1 3F,022-268-3640,http://posh-acl.com,可
HAIR DESIGN BUCO(ヘアデザイン ブーコ),990-2432,山形県,山形市,荒楯町1-1-8,023-666-7487,http://hairdesign-buco.com,可
DECO,150-0041,東京都,渋谷区,神宮前1-3-10神南R1F,03-3496-0709,http://www.deco-hair-hp.com,無
ANTI,107-0062,東京都,港区,南青山6-1-3コレッツィオーネ2F,03-5778-7111,http://www.anti-world.jp,無
ananda,155-0032,東京都,世田谷区,代沢2-29-2-2F,03-5787-5611,http://www.ananda-hairsalon.com,無
Violet,107-0062,東京都,港区,南青山5-10-1 H2 AOYAMA BLDG.3F,03-5778-96-46,http://www.violet.tokyo,有
Atelier JD Paris 笹塚店,151-0073,東京都,渋谷区,笹塚1-24-2トーシンフェニックス笹塚参番館1F,03−3468-8636,http://www.atelierjdparis.com,無
Atelier JD Paris 麻布店,106-0045,東京都,港区,麻布十番2-8-10麻布松屋ビル2F,03−3769-3393,http://www.atelierjdparis.com,無
Atelier JD Paris 落合南長崎店,171-0052,東京都,豊島区,南長崎4-5-20アイテラス落合南長崎2F,03−3950-1136,http://www.atelierjdparis.com,無
Atelier JD Paris 北砂店,136-0073,東京都,江東区,北砂1-14-6M･ウメハラ1F,03-5606-8636,http://www.atelierjdparis.com,無
Atelier JD Paris 南砂店,136-0076,東京都,江東区,南砂6-8-16第五福原マンション1F,03−5653-3393,http://www.atelierjdparis.com,無
ZELE supple,343-0042,埼玉県,越谷市,千間台東2-707 セブンタウンセンゲン台2F,048-977-3117,http://zele-itohan.net/,無
IMAGE-A 相模大野店,252-0303,神奈川県,相模原市南区,相模大野3-12-15 ON BLDG 1F,042-748-5270,https://image-a.co.jp/,無
IMAGE-A 町田店,194-0013,東京都,町田市,原町田6-19-14,042-710-0700,https://image-a.co.jp/,無
IMAGE-A 玉川学園前店,194-0041,東京都,町田市,玉川学園2-21-37 小田急マルシェ2F,042-732-3922,https://image-a.co.jp/,無
IMAGE-A 新百合ヶ丘店,215-0021,神奈川県,川崎市麻生区,上麻生1-3-2,044-953-3296,https://image-a.co.jp/,無
IMAGE-A 新百合EST店,215-0021,神奈川県,川崎市麻生区,上麻生1-17-1,044-965-0050,https://image-a.co.jp/,無
IMAGE-A 青葉台店,227-0062,神奈川県,横浜市青葉区,青葉台2-6-15,045-982-0680,https://image-a.co.jp/,無
IMAGE-A 藤ガ丘店,227-0044,神奈川県,横浜市青葉区,モエギ野6-8,045-972-8477,https://image-a.co.jp/,無
IMAGE-A アザミ野店,225-0011,神奈川県,横浜市青葉区,アザミ野2-7-11,045-904-4408,https://image-a.co.jp/,無
IMAGE-A タマプラーザ店,225-0002,神奈川県,横浜市青葉区,美シガ丘1-4-16,045-909-0151,https://image-a.co.jp/,無
IMAGE-A 鷺沼店,216-0005,神奈川県,川崎市宮前区,土橋3-2-1,044-854-9688,https://image-a.co.jp/,無
IMAGE-A 宮前平店,216-0006,神奈川県,川崎市宮前区,宮前平1-10-6,044-888-1905,https://image-a.co.jp/,無
IMAGE-A 溝ノ口店,213-0033,神奈川県,川崎市高津区,下作延2-2-15,044-860-5531,https://image-a.co.jp/,無
IMAGE-A 用賀店,158-0097,東京都,世田谷区,用賀2-38-11 ヴァレンナ用賀2F,03-5717-7450,https://image-a.co.jp/,無
IMAGE-A 武蔵小杉店,211-0063,神奈川県,川崎市中原区,小杉町1-403 小杉ビル2F,044-733-1811,https://image-a.co.jp/,無
IMAGE-A 綱島店,223-0053,神奈川県,横浜市港北区,綱島西2-3-2 ナイスアーバンステイツ綱島2F,045-546-8656,https://image-a.co.jp/,無
IMAGE-A 鹿島田店,212-0053,神奈川県,川崎市幸区,下平間143-16,044-540-0500,https://image-a.co.jp/,無
IMAGE-A 大船店,247-0056,神奈川県,鎌倉市,大船1-26-33片岡ビル2F,0467-42-8380,https://image-a.co.jp/,無
NEO ANTI BOO 古淵店,252-0344,神奈川県,相模原市南区,古淵3-12-12,042-776-7717,http://neoantiboo.cc/,有
NEO ANTI BOO 中央林間店,242-0007,神奈川県,大和市,中央林間4-5-9,046-277-0203,http://neoantiboo.cc/,無
NEO ANTI BOO 小田急相模原店,252-0313,神奈川県,相模原市南区,松ガ枝町25-7 1F･B1F,042-765-0558,http://neoantiboo.cc/,無
NEO ANTI BOO 淵野辺店,252-0206,神奈川県,相模原市中央区,淵野辺4-27-1,042-751-7110,http://neoantiboo.cc/,無
baboo 原当麻店,252-0335,神奈川県,相模原市南区,下溝606-21,042-778-5539,http://www.baboo.cc/,無
baboo 八王子店,192-0042,東京都,八王子市,中野山王1-11-16 イナゲヤ内2F,042-622-7730,http://www.baboo.cc/,無
baboo 相模原店,252-0216,神奈川県,相模原市中央区,清新8-1-20,042-751-6653,http://www.baboo.cc/,無
dot.tokyo,194-0022,東京都,町田市,森野1-13-1 Qsビル3F,042-732-6008,http://www.dotjpn2013.com/,無
dot.plus,194-0013,東京都,町田市,原町田6-21-28 仁泉堂ビル3F,042-860-6818,http://www.dotjpn2013.com/,無
ganesya 青葉台,227-0062,神奈川県,横浜市青葉区,青葉台2-18-1 サンコール青葉台1F,045-342-5590,http://www.ganesya-hair.com/,無
ganesya タマプラーザ,225-0003,神奈川県,横浜市青葉区,新石川2-9-10,045-482-6435,http://www.ganesya-hair.com/,無
atelier Blue Magic,194-0013,東京都,町田市,原町田6-10-3-2F,042-726-8192,https://www.blue-magic.co/,有
collec+ism,259-1131,神奈川県,伊勢原市,伊勢原2-2-19,0463-92-4111,https://collectism.amebaownd.com/,無
sizuk,224-0003,神奈川県,横浜市都筑区,中川中央1-2-3 1F,045-530-0593,https://sizuk.amebaownd.com/,無
Hair Studio R,224-0032,神奈川県,横浜市都筑区,茅ケ崎中央23-22 トルナーレ都筑1F,045-944-2124,http://hs-r.net/,無
HONDA PREMIER HAIR INTERNATIONAL 鶴間店,242-0004,神奈川県,大和市,鶴間2-11-27,046-274-1038,http://honda-phi.com/,無
Loy,252-0144,神奈川県,相模原市緑区,東橋本1-5-11 小山ビル1F,042-866-3768,https://loy.shopinfo.jp/,有
CLOUD HAIR,224-0032,神奈川県,横浜市都筑区,茅ケ崎中央19-3 センター南ビル2F,045-943-9580,http://www.cloudhair.jp/,無
MOPS 富岡店,236-0052,神奈川県,横浜市金沢区,富岡西7-3-3 斉木ビル1F,045-774-7505,http://mops-hairmake.com/,無
MOPS 能見台店,236-0053,神奈川県,横浜市金沢区,能見台通1-3 谷津坂屋ビル2F,045-788-1441,http://mops-hairmake.com/,無
MOPS R店,236-0053,神奈川県,横浜市金沢区,能見台通7-23 能見台ハーモニービル1F,045-788-9441,http://mops-hairmake.com/,無
MOPS 金沢文庫店,236-0042,神奈川県,横浜市金沢区,釜利谷東2-2-17,045-349-2227,http://mops-hairmake.com/,無
jiji by MOPS,236-0021,神奈川県,横浜市金沢区,泥亀2-1-7 鈴木ビル1F,045-349-2722,http://mops-hairmake.com/,無
Dless,254-0043,神奈川県,平塚市,紅谷町2-24 ステーションフロント3F,0463-74-4035,http://dless-hair.com/,無
Appias 相模大野店,252-0303,神奈川県,相模原市南区,相模大野8-2-17,042-705-4688,http://appias.net/,無
Appias 海老名店,243-0436,神奈川県,海老名市,扇町6-7 NAVEL HOUSE,046-240-7235,http://appias.net/,無
LOBO HAIR,381-0000,長野県,長野市,南長野北石堂町1455 アルビオンU 2F,026-268-1177,http://r.goope.jp/labohair,有
ACTS Hair,381-0042,長野県,長野市,稲田1-29-1,026-262-1939,https://www.actshair.com,無
Alpha,337-0016,埼玉県,さいたま市見沼区,東門前56,048-684-2907,http://www.hairmake-alpha.jp,無
L.O.G shibuya,150-0041,東京都,渋谷区,神南1-20-9 パークウェイ渋谷4F,03-6427-0502,https://www.u-realm.com/,無
U-REALM ginza,104-0061,東京都,中央区,銀座1-7-17 ヒューリック銀座ガス灯通4F,03-6264-4366,https://www.u-realm.com/,無
SOCO,150-0034,東京都,渋谷区,代官山町11-12 日進ヒルズ代官山4F,03-6455-3563,http://soco.tokyo/,有
AO,150-0001,東京都,渋谷区,神宮前5-11-6 Ts表参道B1,03-6712-6923,http://soco.tokyo/,有
DaB OMOTESANDO,150-0001,東京都,渋谷区,神宮前5-2-6,03-5778-4700,http://dab.co.jp/,無
DaB DAIKANYAMA,150-0033,東京都,渋谷区,猿楽町28-11,03-3770-2200,http://dab.co.jp/,無
i feel rose 篠崎店,133-0061,東京都,江戸川区,篠崎町7-26-11,03-6638-9236,http://www.ifeel.jp/,有
i feel calm 一之江店,132-0024,東京都,江戸川区,一之江8-17-12 エコパレス2F,03-5662-7877,http://www.ifeel.jp/,有
i feel 瑞江店,132-0015,東京都,江戸川区,瑞江4-44-18,03-3677-0258,http://www.ifeel.jp/,有
KINGDOM吉祥寺店,180-0004,東京都,武蔵野市,吉祥寺本町2-13-10 エルビル3F,0422-23-7255,http://www.kingdom-hair.com/,無
FAIRLADY 烏山店,157-0062,東京都,世田谷区,南烏山6-4-8,03-3300-2277,http://www.fairlady.co.jp/,有
FAIRLADY 仙川店,182-0002,東京都,調布市,仙川町3-1-3 丸商ビル2F,03-3300-5050,http://www.fairlady.co.jp/,有
FAIRLADY 下北沢店,155-0031,東京都,世田谷区,北沢2-28-2 深沢ビル2F,03-3468-5353,http://www.fairlady.co.jp/,有
FAIRLADY 府中店,183-0023,東京都,府中市,宮町2-2-8,042-333-3003,http://www.fairlady.co.jp/,有
mod's hair 吉祥寺,180-0004,東京都,武蔵野市,吉祥寺本町2-26-10 テル吉祥寺3F,0422-23-4466,http://modshair.co.jp/salon/,有
